Municipio,Codigo ,Total
Pato Branco,  4 118 501 ,   91 836
Paula Freitas,  4 118 600 ,   5 666
Paulo Frontin,  4 118 709 ,   6 343
Peabiru,  4 118 808 ,   13 346
Perobal,  4 118 857 ,   7 189
Pérola,  4 118 907 ,   11 878
Pérola d'Oeste,  4 119 004 ,   6 221
Piên,  4 119 103 ,   13 655
Pinhais,  4 119 152 ,   127 019
Pinhalão,  4 119 202 ,   6 566
Pinhal de São Bento,  4 119 251 ,   2 761
Pinhão,  4 119 301 ,   29 886
Piraí do Sul,  4 119 400 ,   23 651
Piraquara,  4 119 509 ,   118 730
Pitanga,  4 119 608 ,   33 567
Pitangueiras,  4 119 657 ,   3 046
Planaltina do Paraná,  4 119 707 ,   4 070
Planalto,  4 119 806 ,   14 374
Ponta Grossa,  4 119 905 ,   358 371
Pontal do Paraná,  4 119 954 ,   30 425
Porecatu,  4 120 002 ,   11 624
Porto Amazonas,  4 120 101 ,   4 098
Porto Barreiro,  4 120 150 ,   3 110
Porto Rico,  4 120 200 ,   3 182
Porto Vitória,  4 120 309 ,   3 562
Prado Ferreira,  4 120 333 ,   3 709
Pranchita,  4 120 358 ,   5 737
Presidente Castelo Branco,  4 120 408 ,   4 336
Primeiro de Maio,  4 120 507 ,   10 082
Prudentópolis,  4 120 606 ,   49 393
Quarto Centenário,  4 120 655 ,   4 201
Quatiguá,  4 120 705 ,   8 099
Quatro Barras,  4 120 804 ,   24 191
Quatro Pontes,  4 120 853 ,   4 480
Quedas do Iguaçu,  4 120 903 ,   30 738
Querência do Norte,  4 121 000 ,   10 685
Quinta do Sol,  4 121 109 ,   5 001
Quitandinha,  4 121 208 ,   18 398
Ramilândia,  4 121 257 ,   4 221
Rancho Alegre,  4 121 307 ,   3 512
Rancho Alegre D'Oeste,  4 121 356 ,   2 618
Realeza,  4 121 406 ,   19 247
Rebouças,  4 121 505 ,   14 514
Renascença,  4 121 604 ,   6 845
Reserva,  4 121 703 ,   24 573
Reserva do Iguaçu,  4 121 752 ,   6 553
Ribeirão Claro,  4 121 802 ,   12 364
Ribeirão do Pinhal,  4 121 901 ,   13 060
Rio Azul,  4 122 008 ,   14 025
Rio Bom,  4 122 107 ,   3 197
Rio Bonito do Iguaçu,  4 122 156 ,   13 929
Rio Branco do Ivaí,  4 122 172 ,   3 808
Rio Branco do Sul,  4 122 206 ,   37 558
Rio Negro,  4 122 305 ,   31 324
Rolândia,  4 122 404 ,   71 670
Roncador,  4 122 503 ,   11 251
Rondon,  4 122 602 ,   9 097
Rosário do Ivaí,  4 122 651 ,   5 435
Sabáudia,  4 122 701 ,   8 822
Salgado Filho,  4 122 800 ,   4 075
Salto do Itararé,  4 122 909 ,   5 192
Salto do Lontra,  4 123 006 ,   15 223
Santa Amélia,  4 123 105 ,   3 394
Santa Cecília do Pavão,  4 123 204 ,   3 365
Santa Cruz de Monte Castelo,  4 123 303 ,   8 613
Santa Fé,  4 123 402 ,   11 378
Santa Helena,  4 123 501 ,   25 492
Santa Inês,  4 123 600 ,   1 748
Santa Isabel do Ivaí,  4 123 709 ,   8 912
Santa Izabel do Oeste,  4 123 808 ,   14 070
Santa Lúcia,  4 123 824 ,   3 644
Santa Maria do Oeste,  4 123 857 ,   9 934
Santa Mariana,  4 123 907 ,   11 066
Santa Mônica,  4 123 956 ,   3 356
Santana do Itararé,  4 124 004 ,   5 514
Santa Tereza do Oeste,  4 124 020 ,   13 174
Santa Terezinha de Itaipu,  4 124 053 ,   24 262
Santo Antônio da Platina,  4 124 103 ,   44 369
Santo Antônio do Caiuá,  4 124 202 ,   2 493
Santo Antônio do Paraíso,  4 124 301 ,   2 125
Santo Antônio do Sudoeste,  4 124 400 ,   23 673
Santo Inácio,  4 124 509 ,   6 181
São Carlos do Ivaí,  4 124 608 ,   6 587
São Jerônimo da Serra,  4 124 707 ,   10 830
São João,  4 124 806 ,   11 886
São João do Caiuá,  4 124 905 ,   5 586
São João do Ivaí,  4 125 001 ,   10 667
São João do Triunfo,  4 125 100 ,   13 726
São Jorge d'Oeste,  4 125 209 ,   9 378
São Jorge do Ivaí,  4 125 308 ,   5 168
São Jorge do Patrocínio,  4 125 357 ,   6 504
São José da Boa Vista,  4 125 407 ,   6 040
São José das Palmeiras,  4 125 456 ,   3 957
São José dos Pinhais,  4 125 506 ,   329 628
São Manoel do Paraná,  4 125 555 ,   2 138
São Mateus do Sul,  4 125 605 ,   42 366
São Miguel do Iguaçu,  4 125 704 ,   29 122
São Pedro do Iguaçu,  4 125 753 ,   5 784
São Pedro do Ivaí,  4 125 803 ,   8 690
São Pedro do Paraná,  4 125 902 ,   2 661
São Sebastião da Amoreira,  4 126 009 ,   8 063
São Tomé,  4 126 108 ,   5 232
Sapopema,  4 126 207 ,   6 695
Sarandi,  4 126 256 ,   118 455
Saudade do Iguaçu,  4 126 272 ,   6 108
Sengés,  4 126 306 ,   17 270
Serranópolis do Iguaçu,  4 126 355 ,   5 007
Sertaneja,  4 126 405 ,   5 616
Sertanópolis,  4 126 504 ,   15 930
Siqueira Campos,  4 126 603 ,   22 811
Sulina,  4 126 652 ,   3 440
Tamarana,  4 126 678 ,   10 707
Tamboara,  4 126 702 ,   4 880
Tapejara,  4 126 801 ,   15 869
Tapira,  4 126 900 ,   5 745
Teixeira Soares,  4 127 007 ,   9 547
Telêmaco Borba,  4 127 106 ,   75 042
Terra Boa,  4 127 205 ,   17 568
Terra Rica,  4 127 304 ,   14 842
Terra Roxa,  4 127 403 ,   18 119
Tibagi,  4 127 502 ,   19 961
Tijucas do Sul,  4 127 601 ,   17 621
Toledo,  4 127 700 ,   150 470
Tomazina,  4 127 809 ,   8 426
Três Barras do Paraná,  4 127 858 ,   11 135
Tunas do Paraná,  4 127 882 ,   6 219
Tuneiras do Oeste,  4 127 908 ,   8 067
Tupãssi,  4 127 957 ,   8 077
Turvo,  4 127 965 ,   14 231
Ubiratã,  4 128 005 ,   24 749
Umuarama,  4 128 104 ,   117 095
União da Vitória,  4 128 203 ,   55 033
Uniflor,  4 128 302 ,   2 136
Uraí,  4 128 401 ,   10 406
Wenceslau Braz,  4 128 500 ,   19 188
Ventania,  4 128 534 ,   9 681
Vera Cruz do Oeste,  4 128 559 ,   8 215
Verê,  4 128 609 ,   7 932
Alto Paraíso,  4 128 625 ,   3 055
Doutor Ulysses,  4 128 633 ,   5 697
Virmond,  4 128 658 ,   3 811
Vitorino,  4 128 708 ,   9 706
Xambrê,  4 128 807 ,   5 798
Abdon Batista,  4 200 051 ,   2 598
Abelardo Luz,  4 200 101 ,   17 392
Agrolândia,  4 200 200 ,   10 990
Agronômica,  4 200 309 ,   6 055
Água Doce,  4 200 408 ,   6 508
Águas de Chapecó,  4 200 507 ,   6 036
Águas Frias,  4 200 556 ,   2 839
Águas Mornas,  4 200 606 ,   6 743
Alfredo Wagner,  4 200 705 ,   10 481
Alto Bela Vista,  4 200 754 ,   1 856
Anchieta,  4 200 804 ,   5 943
Angelina,  4 200 903 ,   5 358
Anita Garibaldi,  4 201 000 ,   8 285
Anitápolis,  4 201 109 ,   3 593
Antônio Carlos,  4 201 208 ,   11 224
Apiúna,  4 201 257 ,   9 811
Arabutã,  4 201 273 ,   4 378
Araquari,  4 201 307 ,   45 283
Araranguá,  4 201 406 ,   71 922
Armazém,  4 201 505 ,   8 834
Arroio Trinta,  4 201 604 ,   3 556
Arvoredo,  4 201 653 ,   2 510
Ascurra,  4 201 703 ,   8 319
Atalanta,  4 201 802 ,   3 227
Aurora,  4 201 901 ,   6 780
Balneário Arroio do Silva,  4 201 950 ,   15 820
Balneário Camboriú,  4 202 008 ,   139 155
Balneário Barra do Sul,  4 202 057 ,   14 912
Balneário Gaivota,  4 202 073 ,   15 669
Bandeirante,  4 202 081 ,   3 144
Barra Bonita,  4 202 099 ,   1 668
Barra Velha,  4 202 107 ,   45 369
Bela Vista do Toldo,  4 202 131 ,   5 872
Belmonte,  4 202 156 ,   2 658
Benedito Novo,  4 202 206 ,   10 520
Biguaçu,  4 202 305 ,   76 773
Blumenau,  4 202 404 ,   361 261
Bocaina do Sul,  4 202 438 ,   3 515
Bombinhas,  4 202 453 ,   25 058
Bom Jardim da Serra,  4 202 503 ,   4 026
Bom Jesus,  4 202 537 ,   2 777
Bom Jesus do Oeste,  4 202 578 ,   2 187
Bom Retiro,  4 202 602 ,   8 418
Botuverá,  4 202 701 ,   5 363
Braço do Norte,  4 202 800 ,   33 773
Braço do Trombudo,  4 202 859 ,   4 026
Brunópolis,  4 202 875 ,   2 489
Brusque,  4 202 909 ,   141 385
Caçador,  4 203 006 ,   73 720
Caibi,  4 203 105 ,   6 304
Calmon,  4 203 154 ,   3 443
Camboriú,  4 203 204 ,   103 074
Capão Alto,  4 203 253 ,   2 625
Campo Alegre,  4 203 303 ,   12 501
Campo Belo do Sul,  4 203 402 ,   7 257
Campo Erê,  4 203 501 ,   9 623
Campos Novos,  4 203 600 ,   36 932
Canelinha,  4 203 709 ,   12 821
Canoinhas,  4 203 808 ,   55 016
Capinzal,  4 203 907 ,   23 314
Capivari de Baixo,  4 203 956 ,   23 975
Catanduvas,  4 204 004 ,   10 566
Caxambu do Sul,  4 204 103 ,   4 614
Celso Ramos,  4 204 152 ,   2 805
Cerro Negro,  4 204 178 ,   3 317
Chapadão do Lageado,  4 204 194 ,   2 950
Chapecó,  4 204 202 ,   254 785
Cocal do Sul,  4 204 251 ,   17 240
Concórdia,  4 204 301 ,   81 646
Cordilheira Alta,  4 204 350 ,   4 781
Coronel Freitas,  4 204 400 ,   10 388
Coronel Martins,  4 204 459 ,   2 065
Corupá,  4 204 509 ,   15 267
Correia Pinto,  4 204 558 ,   15 727
Criciúma,  4 204 608 ,   214 493
Cunha Porã,  4 204 707 ,   10 953
Cunhataí,  4 204 756 ,   1 968
Curitibanos,  4 204 806 ,   40 045
Descanso,  4 204 905 ,   8 530
Dionísio Cerqueira,  4 205 001 ,   15 008
Dona Emma,  4 205 100 ,   4 221
Doutor Pedrinho,  4 205 159 ,   3 637
Entre Rios,  4 205 175 ,   3 402
Ermo,  4 205 191 ,   2 269
Erval Velho,  4 205 209 ,   4 885
Faxinal dos Guedes,  4 205 308 ,   11 192
Flor do Sertão,  4 205 357 ,   1 783
Florianópolis,  4 205 407 ,   537 211
Formosa do Sul,  4 205 431 ,   2 682
Forquilhinha,  4 205 456 ,   31 431
Fraiburgo,  4 205 506 ,   33 481
Frei Rogério,  4 205 555 ,   2 411
Galvão,  4 205 605 ,   3 210
Garopaba,  4 205 704 ,   29 959
Garuva,  4 205 803 ,   18 545
Gaspar,  4 205 902 ,   72 570
Governador Celso Ramos,  4 206 009 ,   16 915
Grão-Pará,  4 206 108 ,   6 277
Gravatal,  4 206 207 ,   12 435
Guabiruba,  4 206 306 ,   24 543
Guaraciaba,  4 206 405 ,   10 796
Guaramirim,  4 206 504 ,   46 711
Guarujá do Sul,  4 206 603 ,   4 829
Guatambú,  4 206 652 ,   8 425
Herval d'Oeste,  4 206 702 ,   21 724
Ibiam,  4 206 751 ,   2 008
Ibicaré,  4 206 801 ,   3 269
Ibirama,  4 206 900 ,   19 862
Içara,  4 207 007 ,   59 035
Ilhota,  4 207 106 ,   17 046
Imaruí,  4 207 205 ,   11 881
Imbituba,  4 207 304 ,   52 579
Imbuia,  4 207 403 ,   5 982
Indaial,  4 207 502 ,   71 549
Iomerê,  4 207 577 ,   2 877
Ipira,  4 207 601 ,   4 578
Iporã do Oeste,  4 207 650 ,   9 335
Ipuaçu,  4 207 684 ,   7 730
Ipumirim,  4 207 700 ,   7 816
Iraceminha,  4 207 759 ,   3 986
Irani,  4 207 809 ,   10 195
Irati,  4 207 858 ,   2 069
Irineópolis,  4 207 908 ,   10 285
Itá,  4 208 005 ,   7 067
Itaiópolis,  4 208 104 ,   22 051
Itajaí,  4 208 203 ,   264 054
Itapema,  4 208 302 ,   75 940
Itapiranga,  4 208 401 ,   16 638
Itapoá,  4 208 450 ,   30 750
Ituporanga,  4 208 500 ,   26 525
Jaborá,  4 208 609 ,   4 310
Jacinto Machado,  4 208 708 ,   10 624
Jaguaruna,  4 208 807 ,   20 375
Jaraguá do Sul,  4 208 906 ,   182 660
Jardinópolis,  4 208 955 ,   1 776
Joaçaba,  4 209 003 ,   30 146
Joinville,  4 209 102 ,   616 317
José Boiteux,  4 209 151 ,   5 985
Jupiá,  4 209 177 ,   2 555
Lacerdópolis,  4 209 201 ,   2 248
Lages,  4 209 300 ,   164 981
Laguna,  4 209 409 ,   42 785
Lajeado Grande,  4 209 458 ,   1 702
Laurentino,  4 209 508 ,   7 932
Lauro Müller,  4 209 607 ,   14 381
Lebon Régis,  4 209 706 ,   11 472
Leoberto Leal,  4 209 805 ,   3 330
Lindóia do Sul,  4 209 854 ,   4 549
Lontras,  4 209 904 ,   12 873
Luiz Alves,  4 210 001 ,   11 684
Luzerna,  4 210 035 ,   5 794
Macieira,  4 210 050 ,   1 778
Mafra,  4 210 100 ,   55 286
Major Gercino,  4 210 209 ,   3 214
Major Vieira,  4 210 308 ,   7 425
Maracajá,  4 210 407 ,   7 815
Maravilha,  4 210 506 ,   28 251
Marema,  4 210 555 ,   2 184
Massaranduba,  4 210 605 ,   17 162
Matos Costa,  4 210 704 ,   2 761
Meleiro,  4 210 803 ,   7 006
Mirim Doce,  4 210 852 ,   2 511
Modelo,  4 210 902 ,   4 080
Mondaí,  4 211 009 ,   10 066
Monte Carlo,  4 211 058 ,   9 117
Monte Castelo,  4 211 108 ,   7 736
Morro da Fumaça,  4 211 207 ,   18 537
Morro Grande,  4 211 256 ,   3 010
Navegantes,  4 211 306 ,   86 401
Nova Erechim,  4 211 405 ,   5 155
Nova Itaberaba,  4 211 454 ,   4 536
Nova Trento,  4 211 504 ,   13 727
Nova Veneza,  4 211 603 ,   13 664
Novo Horizonte,  4 211 652 ,   2 643
Orleans,  4 211 702 ,   23 661
Otacílio Costa,  4 211 751 ,   17 312
Ouro,  4 211 801 ,   7 032
Ouro Verde,  4 211 850 ,   2 181
Paial,  4 211 876 ,   1 927
Painel,  4 211 892 ,   2 215
Palhoça,  4 211 900 ,   222 598
Palma Sola,  4 212 007 ,   7 605
Palmeira,  4 212 056 ,   2 561
Palmitos,  4 212 106 ,   15 626
Papanduva,  4 212 205 ,   19 150
Paraíso,  4 212 239 ,   4 267
Passo de Torres,  4 212 254 ,   12 897
Passos Maia,  4 212 270 ,   4 034
Paulo Lopes,  4 212 304 ,   9 063
Pedras Grandes,  4 212 403 ,   4 245
Penha,  4 212 502 ,   33 663
Peritiba,  4 212 601 ,   2 992
Pescaria Brava,  4 212 650 ,   10 190
Petrolândia,  4 212 700 ,   6 716
Balneário Piçarras,  4 212 809 ,   27 127
Pinhalzinho,  4 212 908 ,   21 972
Pinheiro Preto,  4 213 005 ,   3 473
Piratuba,  4 213 104 ,   5 769
Planalto Alegre,  4 213 153 ,   2 946
Pomerode,  4 213 203 ,   34 289
Ponte Alta,  4 213 302 ,   4 437
Ponte Alta do Norte,  4 213 351 ,   3 210
Ponte Serrada,  4 213 401 ,   10 649
Porto Belo,  4 213 500 ,   27 688
Porto União,  4 213 609 ,   32 970
Pouso Redondo,  4 213 708 ,   17 123
Praia Grande,  4 213 807 ,   8 270
Presidente Castello Branco,  4 213 906 ,   1 689
Presidente Getúlio,  4 214 003 ,   20 010
Presidente Nereu,  4 214 102 ,   2 301
Princesa,  4 214 151 ,   2 964
Quilombo,  4 214 201 ,   11 022
Rancho Queimado,  4 214 300 ,   3 279
Rio das Antas,  4 214 409 ,   6 253
Rio do Campo,  4 214 508 ,   6 452
Rio do Oeste,  4 214 607 ,   7 747
Rio dos Cedros,  4 214 706 ,   10 865
Rio do Sul,  4 214 805 ,   72 587
Rio Fortuna,  4 214 904 ,   4 847
Rio Negrinho,  4 215 000 ,   39 261
Rio Rufino,  4 215 059 ,   2 397
Riqueza,  4 215 075 ,   4 768
Rodeio,  4 215 109 ,   12 757
Romelândia,  4 215 208 ,   4 823
Salete,  4 215 307 ,   7 489
Saltinho,  4 215 356 ,   3 632
Salto Veloso,  4 215 406 ,   4 390
Sangão,  4 215 455 ,   12 882
Santa Cecília,  4 215 505 ,   15 546
Santa Helena,  4 215 554 ,   2 425
Santa Rosa de Lima,  4 215 604 ,   2 088
Santa Rosa do Sul,  4 215 653 ,   9 792
Santa Terezinha,  4 215 679 ,   8 066
Santa Terezinha do Progresso,  4 215 687 ,   2 576
Santiago do Sul,  4 215 695 ,   1 651
Santo Amaro da Imperatriz,  4 215 703 ,   27 272
São Bernardino,  4 215 752 ,   2 684
São Bento do Sul,  4 215 802 ,   83 277
São Bonifácio,  4 215 901 ,   2 946
São Carlos,  4 216 008 ,   10 282
São Cristóvão do Sul,  4 216 057 ,   6 084
São Domingos,  4 216 107 ,   9 226
São Francisco do Sul,  4 216 206 ,   52 674
São João do Oeste,  4 216 255 ,   6 295
São João Batista,  4 216 305 ,   32 687
São João do Itaperiú,  4 216 354 ,   4 463
São João do Sul,  4 216 404 ,   8 668
São Joaquim,  4 216 503 ,   25 939
São José,  4 216 602 ,   270 299
São José do Cedro,  4 216 701 ,   14 167
São José do Cerrito,  4 216 800 ,   8 708
São Lourenço do Oeste,  4 216 909 ,   24 791
São Ludgero,  4 217 006 ,   13 509
São Martinho,  4 217 105 ,   3 405
São Miguel da Boa Vista,  4 217 154 ,   1 781
São Miguel do Oeste,  4 217 204 ,   44 330
São Pedro de Alcântara,  4 217 253 ,   5 776
Saudades,  4 217 303 ,   10 265
Schroeder,  4 217 402 ,   20 061
Seara,  4 217 501 ,   18 620
Serra Alta,  4 217 550 ,   3 303
Siderópolis,  4 217 600 ,   13 714
Sombrio,  4 217 709 ,   29 991
Sul Brasil,  4 217 758 ,   2 832
Taió,  4 217 808 ,   18 310
Tangará,  4 217 907 ,   8 143
Tigrinhos,  4 217 956 ,   2 329
Tijucas,  4 218 004 ,   51 592
Timbé do Sul,  4 218 103 ,   5 386
Timbó,  4 218 202 ,   46 099
Timbó Grande,  4 218 251 ,   7 342
Três Barras,  4 218 301 ,   19 746
Treviso,  4 218 350 ,   3 782
Treze de Maio,  4 218 400 ,   7 362
Treze Tílias,  4 218 509 ,   8 787
Trombudo Central,  4 218 608 ,   7 274
Tubarão,  4 218 707 ,   110 088
Tunápolis,  4 218 756 ,   4 916
Turvo,  4 218 806 ,   13 043
União do Oeste,  4 218 855 ,   2 774
Urubici,  4 218 905 ,   10 834
Urupema,  4 218 954 ,   2 656
Urussanga,  4 219 002 ,   20 919
Vargeão,  4 219 101 ,   3 634
Vargem,  4 219 150 ,   2 627
Vargem Bonita,  4 219 176 ,   4 576
Vidal Ramos,  4 219 200 ,   6 189
Videira,  4 219 309 ,   55 466
Vitor Meireles,  4 219 358 ,   5 370
Witmarsum,  4 219 408 ,   4 255
Xanxerê,  4 219 507 ,   51 607
Xavantina,  4 219 606 ,   3 653
Xaxim,  4 219 705 ,   31 918
Zortéa,  4 219 853 ,   3 930
Balneário Rincão,  4 220 000 ,   15 981
Aceguá,  4 300 034 ,   4 170
Água Santa,  4 300 059 ,   3 912
Agudo,  4 300 109 ,   16 041
Ajuricaba,  4 300 208 ,   6 720
Alecrim,  4 300 307 ,   6 123
Alegrete,  4 300 406 ,   72 409
Alegria,  4 300 455 ,   3 651
Almirante Tamandaré do Sul,  4 300 471 ,   1 969
Alpestre,  4 300 505 ,   7 117
Alto Alegre,  4 300 554 ,   1 800
Alto Feliz,  4 300 570 ,   3 072
Alvorada,  4 300 604 ,   187 315
Amaral Ferrador,  4 300 638 ,   5 310
Ametista do Sul,  4 300 646 ,   7 650
André da Rocha,  4 300 661 ,   1 135
Anta Gorda,  4 300 703 ,   5 957
Antônio Prado,  4 300 802 ,   13 045
Arambaré,  4 300 851 ,   4 112
Araricá,  4 300 877 ,   8 525
Aratiba,  4 300 901 ,   6 483
Arroio do Meio,  4 301 008 ,   21 958
Arroio do Sal,  4 301 057 ,   11 057
Arroio do Padre,  4 301 073 ,   2 599
Arroio dos Ratos,  4 301 107 ,   14 601
Arroio do Tigre,  4 301 206 ,   12 058
Arroio Grande,  4 301 305 ,   17 558
Arvorezinha,  4 301 404 ,   10 322
Augusto Pestana,  4 301 503 ,   7 149
Áurea,  4 301 552 ,   3 396
Bagé,  4 301 602 ,   117 938
Balneário Pinhal,  4 301 636 ,   14 955
Barão,  4 301 651 ,   6 461
Barão de Cotegipe,  4 301 701 ,   7 144
Barão do Triunfo,  4 301 750 ,   5 889
Barracão,  4 301 800 ,   4 831
Barra do Guarita,  4 301 859 ,   3 161
Barra do Quaraí,  4 301 875 ,   4 241
Barra do Ribeiro,  4 301 909 ,   12 225
Barra do Rio Azul,  4 301 925 ,   1 696
Barra Funda,  4 301 958 ,   2 498
Barros Cassal,  4 302 006 ,   9 296
Benjamin Constant do Sul,  4 302 055 ,   2 082
Bento Gonçalves,  4 302 105 ,   123 151
Boa Vista das Missões,  4 302 154 ,   1 933
Boa Vista do Buricá,  4 302 204 ,   6 966
Boa Vista do Cadeado,  4 302 220 ,   2 229
Boa Vista do Incra,  4 302 238 ,   2 271
Boa Vista do Sul,  4 302 253 ,   2 779
Bom Jesus,  4 302 303 ,   11 202
Bom Princípio,  4 302 352 ,   13 142
Bom Progresso,  4 302 378 ,   2 096
Bom Retiro do Sul,  4 302 402 ,   12 294
Boqueirão do Leão,  4 302 451 ,   6 247
Bossoroca,  4 302 501 ,   5 890
Bozano,  4 302 584 ,   2 151
Braga,  4 302 600 ,   3 268
Brochier,  4 302 659 ,   4 966
Butiá,  4 302 709 ,   19 084
Caçapava do Sul,  4 302 808 ,   32 515
Cacequi,  4 302 907 ,   11 157
Cachoeira do Sul,  4 303 004 ,   80 070
Cachoeirinha,  4 303 103 ,   136 258
Cacique Doble,  4 303 202 ,   4 603
Caibaté,  4 303 301 ,   4 704
Caiçara,  4 303 400 ,   4 836
Camaquã,  4 303 509 ,   62 200
Camargo,  4 303 558 ,   2 981
Cambará do Sul,  4 303 608 ,   6 361
Campestre da Serra,  4 303 673 ,   3 242
Campina das Missões,  4 303 707 ,   5 882
Campinas do Sul,  4 303 806 ,   5 284
Campo Bom,  4 303 905 ,   62 886
Campo Novo,  4 304 002 ,   4 975
Campos Borges,  4 304 101 ,   3 613
Candelária,  4 304 200 ,   28 906
Cândido Godói,  4 304 309 ,   6 294
Candiota,  4 304 358 ,   10 710
Canela,  4 304 408 ,   48 946
Canguçu,  4 304 507 ,   49 680
Canoas,  4 304 606 ,   347 657
Canudos do Vale,  4 304 614 ,   1 656
Capão Bonito do Sul,  4 304 622 ,   1 733
Capão da Canoa,  4 304 630 ,   63 594
Capão do Cipó,  4 304 655 ,   3 119
Capão do Leão,  4 304 663 ,   26 487
Capivari do Sul,  4 304 671 ,   3 991
Capela de Santana,  4 304 689 ,   11 159
Capitão,  4 304 697 ,   2 921
Carazinho,  4 304 705 ,   61 804
Caraá,  4 304 713 ,   7 394
Carlos Barbosa,  4 304 804 ,   30 420
Carlos Gomes,  4 304 853 ,   1 368
Casca,  4 304 903 ,   9 465
Caseiros,  4 304 952 ,   3 000
Catuípe,  4 305 009 ,   8 674
Caxias do Sul,  4 305 108 ,   463 501
Centenário,  4 305 116 ,   2 721
Cerrito,  4 305 124 ,   5 808
Cerro Branco,  4 305 132 ,   3 802
Cerro Grande,  4 305 157 ,   2 379
Cerro Grande do Sul,  4 305 173 ,   9 178
Cerro Largo,  4 305 207 ,   13 705
Chapada,  4 305 306 ,   9 540
Charqueadas,  4 305 355 ,   35 012
Charrua,  4 305 371 ,   2 768
Chiapetta,  4 305 405 ,   3 913
Chuí,  4 305 439 ,   6 262
Chuvisca,  4 305 447 ,   4 597
Cidreira,  4 305 454 ,   17 071
Ciríaco,  4 305 504 ,   4 149
Colinas,  4 305 587 ,   2 423
Colorado,  4 305 603 ,   3 258
Condor,  4 305 702 ,   6 406
Constantina,  4 305 801 ,   10 385
Coqueiro Baixo,  4 305 835 ,   1 290
Coqueiros do Sul,  4 305 850 ,   2 211
Coronel Barros,  4 305 871 ,   2 822
Coronel Bicaco,  4 305 900 ,   6 144
Coronel Pilar,  4 305 934 ,   1 607
Cotiporã,  4 305 959 ,   3 846
Coxilha,  4 305 975 ,   2 667
Crissiumal,  4 306 007 ,   12 886
Cristal,  4 306 056 ,   7 299
Cristal do Sul,  4 306 072 ,   2 692
Cruz Alta,  4 306 106 ,   58 913
Cruzaltense,  4 306 130 ,   1 635
Cruzeiro do Sul,  4 306 205 ,   11 600
David Canabarro,  4 306 304 ,   4 321
Derrubadas,  4 306 320 ,   2 751
Dezesseis de Novembro,  4 306 353 ,   2 507
Dilermando de Aguiar,  4 306 379 ,   2 806
Dois Irmãos,  4 306 403 ,   30 709
Dois Irmãos das Missões,  4 306 429 ,   2 090
Dois Lajeados,  4 306 452 ,   3 097
Dom Feliciano,  4 306 502 ,   13 051
Dom Pedro de Alcântara,  4 306 551 ,   2 562
Dom Pedrito,  4 306 601 ,   36 981
Dona Francisca,  4 306 700 ,   3 079
Doutor Maurício Cardoso,  4 306 734 ,   4 470
Doutor Ricardo,  4 306 759 ,   1 888
Eldorado do Sul,  4 306 767 ,   39 559
Encantado,  4 306 809 ,   22 962
Encruzilhada do Sul,  4 306 908 ,   23 819
Engenho Velho,  4 306 924 ,   1 296
Entre-Ijuís,  4 306 932 ,   9 158
Entre Rios do Sul,  4 306 957 ,   2 685
Erebango,  4 306 973 ,   3 054
Erechim,  4 307 005 ,   105 705
Ernestina,  4 307 054 ,   3 034
Herval,  4 307 104 ,   6 191
Erval Grande,  4 307 203 ,   4 930
Erval Seco,  4 307 302 ,   6 787
Esmeralda,  4 307 401 ,   3 195
Esperança do Sul,  4 307 450 ,   3 226
Espumoso,  4 307 500 ,   15 173
Estação,  4 307 559 ,   5 582
Estância Velha,  4 307 609 ,   47 924
Esteio,  4 307 708 ,   76 137
Estrela,  4 307 807 ,   32 183
Estrela Velha,  4 307 815 ,   3 070
Eugênio de Castro,  4 307 831 ,   2 633
Fagundes Varela,  4 307 864 ,   2 566
Farroupilha,  4 307 906 ,   70 286
Faxinal do Soturno,  4 308 003 ,   6 702
Faxinalzinho,  4 308 052 ,   2 520
Fazenda Vilanova,  4 308 078 ,   4 291
Feliz,  4 308 102 ,   13 764
Flores da Cunha,  4 308 201 ,   30 892
Floriano Peixoto,  4 308 250 ,   1 668
Fontoura Xavier,  4 308 300 ,   9 550
Formigueiro,  4 308 409 ,   6 413
Forquetinha,  4 308 433 ,   2 393
Fortaleza dos Valos,  4 308 458 ,   4 477
Frederico Westphalen,  4 308 508 ,   32 627
Garibaldi,  4 308 607 ,   34 335
Garruchos,  4 308 656 ,   2 688
Gaurama,  4 308 706 ,   5 665
General Câmara,  4 308 805 ,   7 612
Gentil,  4 308 854 ,   1 744
Getúlio Vargas,  4 308 904 ,   16 602
Giruá,  4 309 001 ,   16 013
Glorinha,  4 309 050 ,   7 658
Gramado,  4 309 100 ,   40 134
Gramado dos Loureiros,  4 309 126 ,   2 014
Gramado Xavier,  4 309 159 ,   3 304
Gravataí,  4 309 209 ,   265 074
Guabiju,  4 309 258 ,   1 417
Guaíba,  4 309 308 ,   92 924
Guaporé,  4 309 407 ,   25 268
Guarani das Missões,  4 309 506 ,   7 415
Harmonia,  4 309 555 ,   5 378
Herveiras,  4 309 571 ,   2 565
Horizontina,  4 309 605 ,   18 851
Hulha Negra,  4 309 654 ,   5 976
Humaitá,  4 309 704 ,   4 681
Ibarama,  4 309 753 ,   3 732
Ibiaçá,  4 309 803 ,   4 527
Ibiraiaras,  4 309 902 ,   6 776
Ibirapuitã,  4 309 951 ,   3 723
Ibirubá,  4 310 009 ,   21 583
Igrejinha,  4 310 108 ,   32 808
Ijuí,  4 310 207 ,   84 780
